No_voie;BTQ;Type_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
188;;RUE;DE LA JARRY;3;61,24;;Appartement
220;;RUE;JULIAN GRIMAU;3;75,37;;Appartement
16;;PL;DE VERDUN;4;87,06;;Maison
7;;ALL;SAINT JOHN PERSE;2;50,85;;Appartement
24;;AV;CAMILLE SAINT SAENS;3;62,01;;Appartement
6;T;RUE;JOHN LENNON;1;28,86;;Appartement
13;;AV;DE LA FONTAINE RENE;2;23,95;;Appartement
2;;RUE;DES RIVES DE L'OISE;2;39,99;;Appartement
4;;AV;DANIELLE CASANOVA;2;48,75;;Appartement
5;;RUE;DE MONTLIGNON;3;48,84;;Appartement
16;;RUE;PHANIE LELEU;4;78,1;;Appartement
256;;AV;DE BELLE FERME;2;34,56;;Appartement
3;A;RUE;GEORGES CHARPAK;2;47,6;;Appartement
75;;RUE;DES VERGERS;3;56,02;;Appartement
8;;PTR;PETITE RUE SAINT VINCENT;3;39,62;;Maison
3;;RUE;DU FRESQUIE;4;92,94;;Maison
;;RES;LE CEZANNE;1;30,95;;Appartement
20;;ALL;DE PROVENCE;2;62,43;;Appartement
3;;AV;LEMERAY;1;25,56;;Appartement
8;;AV;DOCTEUR FABRE;2;55,74;;Appartement
9058;;CHE;DU VAL DE CAGNES;2;73,38;;Maison
50;;RUE;GEOFFROY SAINT HILAIRE;2;48,8;;Appartement
4;B;RUE;COLONEL HEBERT;1;23,63;;Appartement
179;;VOIE;JULIA;3;63,7;;Appartement
8;;CHE;DES CRETES;1;271,58;;Appartement
23;;RUE;CAFFARELLI;2;48,52;;Appartement
70;;AV;DE LA BORNALA;1;15,85;;Appartement
24;;AV;DE   VALBERG;1;20,85;;Appartement
8;;RUE;DU MOULIN;1;15,94;;Appartement
251;;AV;PAUL CEZANNE;2;52,28;;Appartement
29;;BD;FRANCOIS SUAREZ;3;72,8;;Appartement
9001;;MRN;BAIE DES ANGES DUCAL;4;98,56;;Appartement
32;;RUE;GASTON DE FOIX;2;39,66;;Appartement
4;;RUE;DU TCHAD;3;55,14;;Appartement
29;;RES;LE CLAPOTIS;3;44,8;;Maison
9005;;AV;JOSEPH FALLEN;3;49,11;;Appartement
9001;;RES;CENTRAL PARC;1;31;;Appartement
9001;;;LE CAP DES TERRASSES;1;18,48;;Appartement
15;;RUE;MARIUS LIEUTAUD;1;40,64;;Appartement
9001;;RES;BELLE PLAINE;1;29,01;;Appartement
250;;CHE;ARENE CROS;2;44,71;;Appartement
9121;;RUE;DU GD CAVAILLON;2;35,55;;Appartement
57;;RUE;DU COQ;3;75,02;;Appartement
4;;RUE;DE LA JEUNESSE;3;67,72;;Appartement
5;;;PLT DE MALMOUSQUE;1;29,69;;Appartement
16;;TRA;DE POMEGUES;2;36,21;;Appartement
2;;RUE;MARIUS JAUFFRET;5;137,39;;Appartement
41;;AV;ANDRE ZENATTI;2;46,02;;Appartement
44;;RUE;FARINIERE;2;67,87;;Appartement
121;;BD;PAUL CLAUDEL;3;56,13;;Appartement
159;;AV;DE LA CAPELETTE;1;27,07;;Appartement
24;B;BD;DES ALPES;2;31,05;;Appartement
20;;BD;BERNABO;3;52,12;;Appartement
;;IMP;DU PETIT CASINO;3;42,41;;Appartement
3;;RUE;DU HERON;4;95,51;;Appartement
5292;B;;MONT CANISY;1;36,38;;Appartement
9032;;VC;RES LES BALCONS DE LA MER;2;24,43;;Appartement
18;;RUE;NATIONALE;2;4,56;;Appartement
2;;PL;DUGUESCLIN;2;35,09;;Appartement
9;;RUE;NEUVE D ARGENSON;2;36,6;;Appartement
27;;RUE;DE VESOUL;4;72,78;;Appartement
9;;RUE;JAURES GRANDE RUE;2;24,07;;Appartement
15;;RUE;MURET;3;75,37;;Appartement
2;;RUE;DU CARREFOUR;2;51,65;;Appartement
13;;RUE;DE CHERBOURG;4;62;;Appartement
25;;AV;F.LIBRES - RTE CORNICHE;2;42,93;;Appartement
9001;;RES;JARDINS DE L EMPEREUR;5;79,19;;Appartement
5000;;;LOT ALPLANA DI VETTA;3;125,84;;Maison
5372;;RES;DOMAINE DE L'ONDELLA;4;65,11;;Appartement
7;D;CHE;DES ROMAINS;4;83,99;;Appartement
4;;IMP;DE LA CURIEUSE;1;20,9;;Appartement
14;;GR;GRAND RUE;4;94,3;;Appartement
30;;RTE;DE BAGNOLS;4;80,08;;Maison
6;;AV;DE BORDEAUX;2;51,16;;Appartement
16;;LOT;BOULANGE;4;95,52;;Maison
4;;RUE;LEO FERRE;4;79,83;;Appartement
1;;;CHATEAU DE SALLES;3;66,82;;Maison
11;;RUE;DE LA PLAINE;2;36,8;;Appartement
139;;AV;VAUBAN;2;40,07;;Appartement
9;;IMP;EMMANUEL CHABRIER;4;100,3;;Appartement
9;;IMP;EMMANUEL CHABRIER;3;107,2;;Appartement
136;;RUE;OLYMPE DE GOUGES;2;45,34;;Appartement
19;;RUE;JULES VALLES;1;23,11;;Appartement
8;;ALL;JEAN-BAPTISTE BAGOT;2;45,27;;Appartement
2;T;RUE;FOURIER;3;72,23;;Appartement
9004;;RUE;MOLIERE;2;52,47;;Appartement
4;;PL;SIMILIEN GUERIN;3;62,58;;Appartement
2;;RUE;EMILE PEHANT;1;21,86;;Appartement
4;;PL;LT JEHENNE;2;38,11;;Appartement
3;;RUE;JEAN CABUT DIT CABU;2;41,98;;Appartement
9004;;PL;LEO LAGRANGE;1;23,91;;Appartement
7;;;BLAIRE;4;83,71;;Maison
3;;RUE;MOLL;3;60,95;;Appartement
5;;PL;JEANNE D ARC;2;40,01;;Appartement
7;;ALL;VICTOR GRIGNARD;4;86;;Appartement
46;;AV;CARNOT;3;46;;Appartement
849;;AV;DE DUNKERQUE LOMME;2;50,45;;Appartement
71;;RUE;MATTEOTTI;3;42,27;;Appartement
45;;RUE;DE CONDE;3;49,7;;Appartement
3;;RUE;DE L EGALITE;3;67,44;;Appartement
120;;AV;J BAPTISTE LEBAS;3;87,81;;Appartement
14;;RUE;DE L ABBE DU BOS;2;40,55;;Appartement
126;;RUE;LEON BLUM;3;69,84;;Appartement
4;;AV;DE MONTPENSIER;4;88,14;;Appartement
5008;F;RES;LE ZEPHIR;2;49,06;;Appartement
10;;RUE;DE LORRY;3;72,83;;Appartement
16;;AV;DU TOURMALET;1;32,1;;Appartement
18;;RUE;DU VIEUX CHATEAU;3;97,65;;Appartement
27;;RTE;NATIONALE 7;2;44,39;;Appartement
224;;AV;DE LA LIBERATION;3;52,51;;Appartement
17;;RUE;DU ROULE;2;16,66;;Appartement
22;;AV;DE L OPERA;2;55,36;;Appartement
108;;RUE;MONTMARTRE;1;69,86;;Appartement
152;;RUE;SAINT DENIS;1;15,33;;Appartement
14;;RUE;SAINTE FOY;1;10,23;;Appartement
43;;RUE;REAUMUR;5;87,37;;Appartement
15;;RUE;DES ARCHIVES;2;34,49;;Appartement
27;;RUE;DU ROI DE SICILE;2;28;;Appartement
45;;BD;SAINT GERMAIN;1;31;;Appartement
45;;BD;SAINT GERMAIN;1;30;;Appartement
11;B;RUE;DU VAL DE GRACE;6;113,87;;Appartement
17;;RUE;GREGOIRE DE TOURS;2;14,07;;Appartement
90;;RUE;D ASSAS;1;32,21;;Appartement
155;;RUE;DU FAUBOURG SAINT HONORE;1;30,02;;Appartement
9;;RUE;DE CALAIS;2;30,59;;Appartement
11;;RUE;DU CARDINAL MERCIER;2;48,29;;Appartement
237;;RUE;DU FBG ST MARTIN;0;13,77;;Appartement
1;;RUE;MORAND;2;30,58;;Appartement
57;;RUE;SEDAINE;1;14,77;;Appartement
47;;BD;DE MENILMONTANT;1;23,83;;Appartement
3;;PL;DE LA NATION;4;87,04;;Appartement
58;;RUE;DU RENDEZ VOUS;1;6,32;;Appartement
50;;RUE;DE PICPUS;1;18,9;;Appartement
14;;AV;DU GENERAL LECLERC;4;104,85;;Appartement
46;;RUE;DE DANTZIG;4;81,08;;Appartement
3;;RUE;FERDINAND FABRE;3;52,5;;Appartement
38;;RUE;BARGUE;3;54,26;;Appartement
17;;RUE;VARET;3;56,65;;Appartement
42;;RUE;CHARDON LAGACHE;4;135,65;;Appartement
51;;RUE;MOLITOR;5;76,8;;Appartement
3;;RUE;VILLARET DE JOYEUSE;6;207,53;;Appartement
13;;RUE;VERNIER;4;87,07;;Appartement
24;;RUE;DE CHAZELLES;6;100,2;;Appartement
93;;RUE;CAULAINCOURT;2;56,84;;Appartement
2;;RUE;ERNESTINE;2;29,16;;Appartement
20;;RUE;EUGENE JUMIN;2;35,03;;Appartement
169;;RUE;BEAUVOISINE;1;11,24;;Appartement
9;;RUE;DU COUVENT;3;85,78;;Appartement
32;;RUE;DU MONTCEAU;1;29,44;;Appartement
5;;SQ;DES AULNES;4;77,07;;Appartement
2;;ALL;NICOLAS FOUQUET;4;75,66;;Appartement
15;;RUE;DES ANEMONES;10;197;;Appartement
38;;SQ;RONSARD;2;49,21;;Appartement
69;;AV;DU PAVILLON ROYAL;2;43,66;;Appartement
142;;AV;CHARLES ROUXEL;1;32,49;;Appartement
42;;CRS;DU DANUBE;2;32,65;;Appartement
51;;BD;CARNOT;3;59,8;;Appartement
15;;;RES DU BEL EBAT;3;66,72;;Appartement
8;;ALL;DE LA BRETECHE;3;62,99;;Appartement
6;;BD;DU CHATEAU;1;18,02;;Appartement
5;;RES;DE LA SABOTTE;3;54,32;;Appartement
9;;QUAI;DE L ARQUEBUSE;1;23,86;;Appartement
53;;RUE;AUGUSTE RENOIR;5;89,22;;Maison
5;;MAIL;DES CATALPAS;5;102,55;;Appartement
69;;RUE;ANDRE LE BOURBLANC;6;181,1;;Maison
8;;ALL;DES COQUELICOTS;7;192,96;;Maison
121;B;RUE;LEON DESOYER;4;85,89;;Appartement
13;;RUE;DE PONTOISE;2;45,49;;Appartement
12;;RUE;DU GEN EXELMANS;2;53,23;;Appartement
1;;RUE;LEOPOLD VAREIL;3;65,96;;Appartement
71;;CHE;DE L ESCOURCHE;2;37,58;;Appartement
3;;AV;JEAN JAURES;1;50,82;;Appartement
12;;AV;DOC JEAN JACQUES PERRON;2;62,64;;Appartement
6060;;;AIGUEBELLE;2;37,83;;Maison
216;;BD;PHILIPPE RIPERT;3;66,5;;Appartement
216;;BD;PHILIPPE RIPERT;5;82,87;;Appartement
166;;AV;MOURAIN;1;27;;Appartement
48;;AV;PIERRE ABELIN;3;64,43;;Appartement
27;;RUE;DU PONT ST ANDRE;4;69,45;;Appartement
11;;CHE;DES BOURGUIGNONS;4;55,69;;Appartement
12;B;RUE;GRANDE RUE;2;40;;Appartement
9;;RUE;DES ECOLES;4;76,15;;Appartement
13;;AV;DE LA REPUBLIQUE;3;60,3;;Appartement
37;;BD;DECAUVILLE;1;19,1;;Appartement
11;;CHE;DES VIEILLES POSTES;1;32,41;;Appartement
2;;RUE;DU DOCTEUR AMODRU;1;26,61;;Appartement
1;;RES;COURCELLES RUE MADRID;6;118,54;;Maison
7;;AV;DU GENERAL DE GAULLE;4;113,09;;Appartement
40;;RUE;JEAN ZAY;4;82,79;;Appartement
3;;IMP;DES BERTHES;1;20,72;;Appartement
1;B;RUE;DE GLORIETTE;1;49,75;;Appartement
4;;RUE;DES MARQUANTS;2;38,34;;Appartement
7;;RUE;DANIELLE CASANOVA;2;44,19;;Appartement
1;;AV;DU MARECHAL JUIN;2;50,17;;Appartement
3;;ALL;RAVEL;5;99,47;;Maison
195;;AV;HENRI RAVERA;2;37,78;;Appartement
5;;RUE;ANATOLE FRANCE;4;90,34;;Appartement
85;;AV;HENRI BARBUSSE;3;49,54;;Appartement
32;;RUE;DAGOBERT;2;35,26;;Appartement
9;;RUE;HENRI BARBUSSE;3;44,6;;Appartement
39;;AV;DE L ARCHE;5;104,12;;Appartement
6;;RUE;DES MARRONNIERS;3;67,56;;Appartement
47;;AV;VERDIER;3;50,03;;Appartement
42;;AV;VLADIMIR ILITCH LENINE;3;72,7;;Appartement
6;;RUE;MADELEINE MICHELIS;6;113,12;;Appartement
64;;RUE;CHARLES LAFFITTE;1;28,73;;Appartement
117;;RUE;DE MALABRY;4;92,21;;Appartement
158;;RUE;DE VERDUN;2;36,83;;Appartement
84;;BD;HENRI SELLIER;1;30,04;;Appartement
63;;RUE;DE VERDUN;3;75,77;;Appartement
61;;RUE;MALMAISON;4;80,19;;Appartement
91;;AV;JEAN JAURES;1;24;;Appartement
1;;IMP;PIERRE LIHOU;1;23,16;;Appartement
20;;RUE;LEGUILLON;4;77,63;;Appartement
9001;;AV;DE SAINT REMY;4;62,15;;Appartement
44;;RUE;GEORGES POLITZER;3;66,53;;Appartement
23;;ALL;DE PARIS;3;76,95;;Appartement
133;;AV;GILBERT BERGER;3;69,86;;Appartement
35;;AV;ARISTIDE BRIAND;2;29,73;;Appartement
73;;RUE;PASTEUR;2;25;;Appartement
7;;;RES DES GEMEAUX;4;62,85;;Appartement
11;;RUE;DES AQUEDUCS;1;30,3;;Appartement
7;;RUE;MERCURE;5;81,55;;Appartement
57;B;AV;GEORGES CLEMENCEAU;4;66,47;;Appartement
2;B;PL;CHARLES DIGEON;3;75,6;;Appartement
9;;AV;FRANCIS GARNIER;1;26,8;;Appartement
54;;RUE;LOUIS BRAILLE;2;31,28;;Appartement
12;;RUE;ROLAND ROCHE;3;62,71;;Appartement
150;;RUE;LOUISE AGLAE CRETTE;2;38,35;;Appartement
16;;AV;HENRI BARBUSSE;4;63,04;;Appartement
20;;RUE;DES TROIS CEDRES;2;49,39;;Appartement
22;;RUE;DE LA FOSSE AUX BICHES;3;60,19;;Appartement
1;;ALL;ALFRED DE MUSSET;4;79,13;;Appartement
9;;AV;DU GENERAL DE GAULLE;1;32,8;;Appartement
9;;RUE;EDOUARD BRANLY;4;77,1;;Appartement
6;;RUE;PIERRE MESTRE;5;95,79;;Appartement
198;;RTE;DE VOUVRAY;3;62,38;;Appartement
198;;RTE;DE VOUVRAY;4;92,04;;Appartement
5287;;;LES CHALPS;1;16,7;;Appartement
19;;BD;ALBERT 1ER;2;60;;Appartement
13;;BD;CHARLES GUILLAUMONT;2;52,1;;Appartement
12;;RUE;PASQUALINI;1;36,58;;Appartement
17;;BD;DE STRASBOURG;2;51,26;;Appartement
22;;PROM;MAL LECLERC HAUTECLOQUE;1;18,92;;Appartement
1122;;CHE;DU CHATEAU;4;80,72;;Maison
15;B;RUE;CHATEAUNEUF;5;137,53;;Appartement
14;T;AV;BORRIGLIONE;3;80,6;;Appartement
2;;AV;DES GOELANDS;3;25,78;;Appartement
195;;CHE;DES RASCOUS;3;80,33;;Appartement
466;;CHE;DE LA CRAIE;4;87,24;;Appartement
305;;CHE;ESPRIT JULIEN;3;67,51;;Appartement
2;;ALL;DES MICOCOULIERS;2;58,87;;Appartement
9001;;RES;LES ROMARINS;3;59,92;;Appartement
2;;RUE;JEAN FRANCOIS LECA;1;32,06;;Appartement
34;;RUE;SAINTE-FRANCOISE;2;52,47;;Appartement
58;;AV;DE LA CORSE;3;78,14;;Appartement
83;;BD;DU REDON;2;37,59;;Appartement
296;;BD;ROMAIN ROLLAND;4;63,59;;Appartement
20;;BD;DES ROSSIGNOLS;4;92,07;;Maison
20;;;ROND POINT DES MESANGES;3;63,6;;Maison
65;;RUE;ANATOLE LE BRAZ;1;25,28;;Appartement
5384;;;SOLANA;4;101,85;;Maison
4;;RUE;DE LA LIBERTE;2;78,68;;Maison
50;;RUE;NOTRE DAME;2;23,38;;Appartement
25;;BD;TALABOT;3;62,65;;Appartement
17;;AV;NOTRE DAME DES PASSES;2;30,03;;Maison
1;;RUE;DU GD RABIN JOSEPH COHEN;1;20,67;;Appartement
141;;RUE;AIME BROUSTAUT;2;42,94;;Appartement
6;;BD;DE LA PLAGE;1;26,69;;Appartement
17;;RUE;DES COTEAUX;4;81,36;;Appartement
39;;RUE;PIERRE DE COUBERTIN;4;122,89;;Maison
45;T;RUE;DE LA SOURCE;4;158;;Maison
9001;;RUE;DU CHATEAU D EAU;4;64,1;;Appartement
5;B;RUE;MAQUIS DES VIGNES OUDIDES;2;17,45;;Appartement
2;;RUE;DES CHANDELLES;1;24,19;;Appartement
13;;RUE;MONTGOLFIER;2;45,13;;Appartement
4;;RUE;EDOUARD VII;1;34,27;;Appartement
300;;RUE;BUFFON;1;23,57;;Appartement
18;;RUE;GEORGES BRASSENS;1;22,62;;Appartement
11;;RUE;D AQUITAINE;4;121,5;;Appartement
65;;RUE;GAMARD;1;34,29;;Appartement
6;B;RUE;DE LA BOURDE;1;21,4;;Appartement
8;;AV;DE VIGNATE;1;18,5;;Appartement
33;;QUAI;JONGKIND;4;117,86;;Appartement
58;;BD;GAMBETTA;4;81,03;;Appartement
27;;AV;JULES VALLES;4;89,16;;Appartement
91;;RTE;DE TRELARCE;2;23,55;;Appartement
3;;RUE;DU CHANGE;2;38,2;;Appartement
6;;RUE;DE LA BACLERIE;2;43,66;;Appartement
36;;RUE;DU CROISIC;2;50,4;;Appartement
1;;RUE;JEAN PIERRE DUFREXOU;4;100,52;;Appartement
51;;RUE;MAURICE DANIEL;3;85,36;;Appartement
6;;RUE;JEAN-PAUL GIRARD;4;76,68;;Maison
117;;RUE;DE LA VENDEE;3;54,46;;Appartement
64;;RTE;DE COUTANCES;3;68,1;;Appartement
23;;RUE;JEAN MOULIN;3;59;;Appartement
6;;RUE;DES MARAICHERS;5;116,4;;Maison
15;B;CRS;DE CHAZELLES;4;94,68;;Appartement
1;;RUE;PROF PIERRE LEPINE;2;53,2;;Appartement
60;;RUE;DE MERVILLE;1;45,4;;Appartement
10;;RUE;PIERRE ET MARIE CURIE;2;50,05;;Appartement
6048;;RUE;DES PRESSES;2;29,53;;Appartement
2;B;RUE;PASTEUR;4;93;;Appartement
540;;RUE;DU POLYGONE;1;18,72;;Appartement
60;;RUE;ANATOLE FRANCE LOMME;2;54,09;;Appartement
61;;AV;DU PRESIDENT KENNEDY;4;83,39;;Appartement
9001;;;LES TILLEULS RUE MEUNIER;4;83,75;;Appartement
58;;RUE;PIERRE CATTEAU;3;68,48;;Appartement
14;;RUE;HENRI GAUDICHET;2;47,27;;Appartement
13;;RUE;DU LION BLEU;2;41,92;;Appartement
35;;BD;CARNOT;3;59,06;;Appartement
2;;RUE;DES ANGLAIS;3;38,44;;Appartement
14;A;RUE;DU STADE;3;53,43;;Appartement
2;;AV;RAYMOND DE VEYSSIERES;4;69,01;;Appartement
161;;RUE;CHARLES MACHET;2;51,4;;Appartement
4;;AV;EISENHOWER;4;75,19;;Appartement
176;;RUE;LEON BLUM;3;86,02;;Maison
42;;RUE;ANTONIN PERRIN;1;30,13;;Appartement
4;;RUE;DE LA BOURSE;2;40,29;;Appartement
157;;RUE;JOLIOT CURIE;3;73,52;;Appartement
39;B;RUE;SERGENT MICHEL BERTHET;1;18,33;;Appartement
56;;RUE;SAINT HONORE;1;18,72;;Appartement
52;;RUE;DU VERTBOIS;2;51,01;;Appartement
10;;RUE;BOUTAREL;3;48,34;;Appartement
15;;RUE;OUDINOT;2;46,47;;Appartement
36;;AV;DE LA MOTTE PICQUET;6;158,54;;Appartement
4;;RUE;CHEVERT;2;61,41;;Appartement
15;;RUE;VIGNON;2;56,12;;Appartement
5;;RUE;HENRY MONNIER;2;35,51;;Appartement
95;;RUE;LA FAYETTE;3;39,6;;Appartement
12;;PAS;ST PIERRE AMELOT;1;39,02;;Appartement
15;;RUE;DES BOULETS;1;16,74;;Appartement
281;;RUE;DU FBG ST ANTOINE;3;68,61;;Appartement
115;;RUE;DE REUILLY;3;53,77;;Appartement
56;;RUE;DE L AMIRAL MOUCHEZ;3;62;;Appartement
7;;RUE;ANTOINE CHANTIN;3;79,04;;Appartement
7;;RUE;BOYER BARRET;3;41,53;;Appartement
61;;RUE;DE GERGOVIE;1;21,55;;Appartement
3;;RUE;ROSENWALD;3;81,5;;Appartement
26;;RUE;SAINT LAMBERT;3;70,59;;Appartement
11;;VLA;DE LA CROIX NIVERT;1;25,38;;Appartement
14;;RUE;GRAMME;2;38,03;;Appartement
92;;RUE;BALARD;2;40,77;;Appartement
14;;RUE;LE MAROIS;1;31,71;;Appartement
23;;RUE;VAN LOO;3;76,9;;Appartement
77;;RUE;BOILEAU;2;41,08;;Appartement
26;;RUE;POUSSIN;1;27,14;;Appartement
6;;RUE;ROBERT LE COIN;1;47,01;;Appartement
12;;RUE;EMILE ALLEZ;1;40,87;;Appartement
16;;BD;PEREIRE;4;126,84;;Appartement
37;;RUE;DE NANTES;2;33,01;;Appartement
41;;RUE;D HAUTPOUL;3;56,37;;Appartement
397;;RUE;DES PYRENEES;3;141,4;;Appartement
6;;RUE;TACLET;1;34,02;;Appartement
144;;RUE;D AVRON;1;14,78;;Appartement
4;;BD;PDT RENE COTY;3;45,91;;Appartement
48;;RUE;EDOUARD LANG;2;39,39;;Appartement
6;T;RUE;DU GRAND NOYER;2;39,9;;Appartement
80;;RUE;GUSTAVE NAST;1;29,53;;Appartement
13;;RUE;DE LA LIBERTE;5;81,4;;Appartement
2;A;CHE;DES JONCS;4;90,41;;Maison
12;;RUE;DE LA CROIX BLANCHE;2;40,74;;Appartement
4;B;RUE;DE LA CRECHE;1;17;;Appartement
43;;RUE;DE LA CRECHE;1;25,93;;Appartement
24;;AV;DU GEN LECLERC;1;24,53;;Appartement
5;;RLE;AUX VINS;3;63,49;;Appartement
1256;;RUE;LOUIS BLERIOT;3;94,8;;Maison
63;;RUE;DE VERSAILLES;1;15,53;;Appartement
7;;RUE;COUPE;3;71,63;;Appartement
28;;RUE;D EPERNON;3;62,17;;Appartement
2;;SQ;DES BRUYERES;4;81,27;;Appartement
57;;RUE;HENRI RICHAUME;2;44,64;;Appartement
4;;RPT;VOLTAIRE;2;46,5;;Appartement
26;;AV;SAINT FIACRE;2;49,52;;Appartement
59;;AV;MAURICE BERTEAUX;2;38,12;;Appartement
1;;ALL;DU POITOU;5;94,05;;Appartement
76;;AV;DE PARIS;4;120,53;;Appartement
19;;RUE;LAMARTINE;2;30,07;;Appartement
3;;ALL;DES NYMPHEAS;2;53,79;;Appartement
9001;;RES;LES RESTANQUES GOLFE ST TR;2;27,37;;Appartement
9001;;;SUPER CROISETTE MIRAMAR;2;30,34;;Appartement
117;;RUE;DU LOT LA BANETTE;4;69,2;;Appartement
267;;BD;DOCTEUR CHARLES BARNIER;5;109,7;;Appartement
5;;RUE;HENRY AURY;2;33,45;;Appartement
12;;RUE;MARECHAL NEY;2;40,22;;Appartement
4;;CHE;DES GELINOTTES;4;38,93;;Maison
;;RUE;DE DOMEVRE;4;96,87;;Appartement
14;;RUE;DE BALZAC;2;53,88;;Appartement
9001;;;OR SENART DU BELLAY;3;68,49;;Appartement
21;;RUE;DE LA PEUPLERAIE;4;74,43;;Appartement
1;;PL;D'ALLEMAGNE;2;46,18;;Appartement
196;;RTE;DE CORBEIL;1;30,96;;Appartement
1;;IMP;DU CACHALOT;4;82,17;;Appartement
61;B;AV;JEAN BAPTISTE CLEMENT;3;52,4;;Appartement
8;;RUE;ALBERT NEVEU;4;65,73;;Appartement
52;;RUE;DU MOULIN DE PIERRE;2;23,35;;Appartement
5;;RUE;VILLENEUVE;3;47,78;;Appartement
11;;PL;DES DOMINOS;1;25,51;;Appartement
71;;BD;SAINT DENIS;2;37,02;;Appartement
34;;AV;DU GENERAL LECLERC;4;59,58;;Appartement
13;;AV;CLAUDE DEBUSSY;4;66,65;;Appartement
3;;AV;VICTOR CRESSON;8;220,2;;Maison
107;;RUE;EDOUARD VAILLANT;1;19,45;;Appartement
53;;RUE;ANATOLE FRANCE;3;50,88;;Appartement
39;;RUE;MARIUS JACOTOT;2;51,14;;Appartement
11;;AV;LAVOISIER;4;64,25;;Appartement
12;;RUE;EUGENE BAUDOUIN;3;65,07;;Appartement
171;;RUE;DES CITES;1;16,43;;Appartement
171;;RUE;DES CITES;1;13;;Appartement
159;;RUE;DES CITES;3;48,15;;Appartement
97;B;AV;DE LA REPUBLIQUE;2;42,04;;Appartement
17;;CHE;DE LA RENARDIERE;3;95,43;;Appartement
3;;RUE;LEON BLUM;1;64,87;;Appartement
1;;ALL;DES SYCOMORES;5;100,98;;Maison
52;;ALL;DES CHARMILLES;1;27,91;;Appartement
42;B;AV;GABRIEL PERI;2;30,07;;Appartement
155;;AV;DU MARECHAL LECLERC;3;63,74;;Appartement
66;;RUE;DE PARIS;2;34,45;;Appartement
29;;RUE;DE BRETAGNE;1;26,77;;Appartement
40;;AV;LIEGEARD;3;51,7;;Appartement
9;;RUE;ROGER GAUTRE;2;27,13;;Appartement
42;;RUE;DE LA MARE NEUVE;4;84,7;;Appartement
15;;RUE;PIERRE CURIE;3;42,22;;Appartement
16;;RUE;ALFRED DE MUSSET;3;67,53;;Appartement
23;;RUE;CARNOT;1;13,08;;Appartement
46;;RUE;DE LA BELLE IMAGE;2;37,75;;Appartement
39;;AV;DE LA BELLE GABRIELLE;1;30,11;;Appartement
27;;RUE;JEANNE D ARC;3;41,95;;Appartement
85;T;AV;FOCH;3;57,8;;Appartement
14;;ALL;DU PERRUCHET;2;43,01;;Appartement
5;;ALL;DES SYCOMORES;3;66,46;;Appartement
57;;AV;LE FOLL;2;29,03;;Appartement
48;;AV;DE LA REPUBLIQUE;3;44,72;;Appartement
14;;RUE;DU MIDI;3;47,3;;Appartement
58;;RUE;DEFRANCE;1;28,22;;Appartement
35;;RUE;JEAN MOULIN;1;25,65;;Appartement
12;;RUE;ROGER DEHASQUE;3;66,68;;Appartement
23;;RUE;DU GENERAL EMPAIN;3;63,19;;Appartement
27;;AV;FOCH;2;46,06;;Appartement
8;;RUE;DE LA PALOMBIERE;2;50,18;;Appartement
75;;AV;JACQUES POTEL;3;52,85;;Appartement
10;;PL;DU BOIS COURLIS;4;74,58;;Maison
2;;RUE;DES TUILERIES;3;55,76;;Appartement
1;;RUE;DE LA ROCHE;2;51,2;;Appartement
11;;AV;DU GENERAL DE GAULLE;6;97,28;;Appartement
18;;RUE;DES VIGNES;5;118,5;;Maison
31;;AV;KELLERMANN;3;51;;Appartement
600;;LOT;RHUMERIE;2;65,78;;Appartement
533;;RTE;DE SUZINI;2;36,8;;Appartement
40;;RUE;VICTOR HUGO;4;83,82;;Maison
127;;BD;FRANCIS MEILLAND;3;70,3;;Appartement
1;;AV;EDITH CAVELL;3;69,47;;Appartement
111;;BD;CARNOT;2;58,08;;Appartement
38;;RTE;DE VALBONNE;2;45,55;;Appartement
76;;AV;FRANKLIN ROOSEVELT;1;25,31;;Appartement
4;;AV;EDOUARD VII;1;27,9;;Appartement
33;;AV;STEPHEN LIEGEARD;1;15,24;;Appartement
32;;RUE;VERDI;1;42,9;;Appartement
23;;RTE;DU   LAGAS;3;79,45;;Appartement
801;;AV;VIRGINIE HERIOT;4;95,85;;Appartement
19;;AV;LEONARD ANFOSSI;1;21,77;;Appartement
1092;;RTE;DU BORD DE MER RN 98;3;65,31;;Appartement
100;;AV;DU CIREUIL;2;36,78;;Appartement
9001;;MRN;BAIE DES ANGES GALLION;1;14,32;;Appartement
113;;AV;DU HUIT MAI 1945;3;70,72;;Appartement
32;;RUE;LOUIS BLANC;4;81,49;;Appartement
17;;RUE;ROUGET DE LISLE;2;60,74;;Appartement
9001;;RUE;RENARDE;4;64,09;;Appartement
365;;CHE;DE ST JOSEPH;3;63,86;;Appartement
20;;RUE;CANOLLE;1;30,6;;Appartement
14;;RUE;DES LAURIERS ROSES;3;57,9;;Maison
126;;;LA PIGUIERE;2;47,98;;Appartement
22;;BD;GOUZIAN;1;35,8;;Appartement
39;;BD;BOISSON;2;38,3;;Appartement
141;;BD;FRANCOISE DUPARC;3;52,54;;Appartement
49;;RUE;BRANDIS;2;47,62;;Appartement
9;;BD;LORD DUVEEN;3;57,93;;Appartement
112;;RUE;LIANDIER;2;33,54;;Appartement
62;;RUE;LIANDIER;2;35,7;;Appartement
